iid,id,idg,partner,pid,wave,round,position,positin1,order,condtn,undergrd,zipcode,career,from,field,gender,age,age_o,race,race_o,samerace,imprace,goal,date,go_out,field_cd,career_c,income,mn_sat,tuition,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr,sinc,intel,fun,amb,shar,like,prob,met,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,dec,dec_o,int_corr,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
8260,251,34,129,227,13,1,19,1,5,2,NYU,17860,Arts,NY,Science,0,39,39,3,4,0,9,3,1,3,17,14,71034,936,34466,9,6,35,69,67,2,18,35,6,1,9,8,4,7,3,9,5,7,2,4,1,2,4,6,4,3,3,5,3,4,0,0,-0.9573435268343276,9,7,3,1,3,2,2,9,4,4,1,10,1,6,5,5,2,0
8261,252,111,264,39,17,3,9,14,6,1,NYU,19921,Science,Other,Medicine,0,30,40,5,6,0,10,1,1,4,7,7,77624,991,10725,9,8,59,44,11,59,17,92,5,2,6,7,8,3,2,5,2,2,7,2,1,1,1,3,4,5,4,4,3,4,0,0,-0.20916820613475728,10,2,3,9,1,4,4,1,6,10,10,3,3,4,6,9,7,0
8262,465,223,282,5,18,11,12,13,8,2,Columbia,18253,Arts,NY,Arts,1,29,30,4,1,0,2,3,3,7,8,9,86472,1325,20509,4,9,3,48,13,11,62,11,2,2,7,3,8,2,3,4,1,4,2,6,3,1,5,1,5,5,3,2,4,3,0,0,-0.7357023660693014,3,5,2,5,7,6,8,8,1,2,4,6,5,3,7,5,10,0
8263,414,241,426,41,7,11,15,11,5,2,NYU,11600,Business,CA,Business,0,32,42,2,2,1,2,6,4,2,12,4,140850,854,55663,5,2,25,97,58,55,66,86,2,5,1,1,5,5,3,7,4,3,1,3,5,2,6,7,9,2,4,6,4,1,1,1,0.4979828494989995,2,9,1,9,2,1,6,4,8,7,6,9,1,8,10,10,6,0
8264,91,79,323,401,11,1,17,15,5,1,Other,12403,Law,CA,Arts,0,44,29,5,2,0,1,1,4,6,6,14,139918,1294,36015,4,3,91,65,95,100,8,88,7,3,7,3,10,4,4,1,2,3,4,2,4,2,1,7,4,3,1,2,2,2,0,0,-0.12658079040720893,3,4,2,3,7,2,5,10,5,8,8,1,6,1,6,10,7,0
8265,57,144,375,427,12,12,18,14,4,1,Columbia,15327,Other,CA,Law,1,26,20,1,4,0,4,2,4,2,2,3,130243,1485,22813,10,9,90,57,1,99,10,54,1,2,5,5,6,5,6,6,1,2,7,1,5,1,1,6,3,2,5,5,1,1,0,0,0.37211679015308907,5,8,1,4,4,4,6,10,7,2,3,1,8,9,10,6,2,0
8266,340,210,67,303,10,12,10,12,12,1,NYU,18910,Arts,CA,Arts,0,19,35,3,6,0,5,6,2,3,3,1,139318,1198,53396,3,6,10,65,32,71,98,11,2,1,9,5,2,6,5,6,6,6,2,6,1,2,6,5,3,4,7,3,5,1,0,0,0.7003422331342928,2,7,3,1,9,3,4,6,7,2,7,7,10,10,7,5,7,0
8267,167,193,32,37,4,4,3,10,6,1,NYU,11806,Other,Other,Other,1,34,38,4,2,0,6,6,1,6,13,13,24330,1270,55498,7,9,42,98,7,93,48,72,1,1,1,6,3,6,4,6,7,3,6,1,2,1,2,6,6,4,6,6,4,2,0,0,0.07478436929559873,1,10,6,3,6,3,10,8,9,6,10,4,7,1,9,6,8,0
8268,39,289,362,61,7,7,6,5,13,1,NYU,16213,Other,TX,Science,0,44,30,3,4,0,4,5,7,7,11,14,50302,1431,12516,6,2,62,48,95,50,13,8,6,9,4,8,1,10,10,10,7,5,7,9,6,1,9,9,9,7,5,6,10,6,1,1,0.051168009820860005,10,1,4,9,3,8,4,5,7,10,5,8,2,1,6,10,3,1
8269,214,27,390,283,21,6,9,10,8,1,Columbia,16112,Medicine,Other,Other,1,22,32,1,3,0,1,6,1,7,13,7,120730,1541,51689,9,2,14,24,86,43,68,76,5,4,3,7,5,4,6,9,6,7,5,1,5,1,1,3,6,4,6,1,2,2,0,0,0.12718015417634287,3,7,5,4,3,5,7,3,4,7,9,7,6,9,10,5,8,0
8270,458,296,386,83,3,9,12,13,5,1,Columbia,15209,Science,CA,Law,0,28,27,1,4,0,10,5,7,5,4,7,96978,1084,49937,5,9,18,69,44,14,76,80,5,4,9,3,9,2,4,2,4,2,3,5,5,2,3,3,5,5,4,1,5,1,0,0,0.8816605533013444,9,5,6,2,9,5,1,1,5,4,10,1,10,9,6,4,10,0
8271,398,52,330,190,20,13,19,9,1,2,Columbia,18828,Other,FL,Law,0,39,18,3,5,0,9,1,6,7,4,11,75074,1094,33963,6,2,85,75,55,52,29,29,9,8,7,1,4,5,7,8,1,5,5,1,1,1,1,5,7,5,3,5,2,2,0,1,0.8633164386598629,9,5,3,7,3,2,2,5,9,10,6,9,1,3,7,2,1,0
8272,304,124,361,449,5,14,15,1,11,2,Other,10000,Law,Other,Other,1,36,23,3,4,0,9,2,2,6,13,6,88818,1560,32147,1,5,10,7,14,45,82,100,2,1,8,10,7,5,1,8,4,5,7,5,3,1,4,1,9,6,6,5,3,4,0,0,0.029512342801153002,10,10,6,7,8,3,4,8,2,4,2,10,4,4,8,1,4,0
8273,387,278,498,19,4,7,9,14,1,2,NYU,12769,Law,Other,Science,1,41,26,2,6,0,1,1,1,1,5,2,45008,1010,37635,1,5,84,51,98,14,19,15,6,5,6,8,1,6,8,9,10,9,9,7,8,1,6,8,10,10,8,8,7,9,1,1,0.81575410887024,8,7,10,4,8,2,6,6,6,10,8,9,5,7,9,3,1,1
8274,475,47,32,422,4,13,9,7,5,1,Columbia,12013,Business,Other,Other,1,24,27,6,2,0,2,5,3,1,12,8,42981,917,31677,10,5,81,88,64,85,75,16,5,5,10,10,4,3,2,6,1,7,6,2,3,1,1,7,10,1,3,1,3,4,0,0,-0.47087305487349784,3,5,6,7,4,1,10,2,6,4,6,2,8,1,8,3,2,0
8275,444,83,165,271,9,14,16,12,6,1,Columbia,14659,Law,CA,Arts,1,19,32,4,2,0,1,6,2,7,16,3,54452,1333,53321,8,4,19,33,24,89,8,71,3,2,4,8,8,6,1,10,3,2,3,6,2,1,1,4,1,1,3,1,2,4,0,0,0.2696175430490202,7,7,6,6,3,10,3,1,3,8,8,4,7,10,5,3,8,0
8276,348,189,336,54,19,1,17,9,8,2,Other,13109,Arts,TX,Medicine,0,33,26,3,5,0,2,6,5,3,6,16,104211,908,22863,2,8,26,33,14,0,92,32,4,6,5,8,7,7,7,10,9,9,10,7,7,1,7,6,10,8,9,10,8,7,1,1,-0.7049059134906877,1,5,9,10,6,9,10,3,8,2,10,6,5,8,1,8,7,1
8277,445,61,26,302,17,9,2,7,8,1,Other,13051,Other,FL,Arts,0,29,40,6,6,1,6,3,7,7,7,16,50789,991,40682,3,7,18,52,1,64,21,77,1,9,6,3,1,7,5,6,3,7,7,4,3,1,6,2,2,4,1,1,1,1,0,0,-0.5210649730487167,5,5,3,3,2,8,4,10,2,8,10,1,4,3,6,1,6,0
8278,178,241,103,156,12,14,4,3,12,2,Columbia,14128,Business,NY,Business,0,40,31,5,2,0,9,2,4,2,7,9,45548,921,42053,10,5,74,11,1,38,38,51,5,5,7,5,4,3,2,1,5,6,2,2,3,2,1,5,1,4,6,6,1,1,0,0,-0.09296215194173763,4,10,5,7,1,9,7,1,10,1,3,3,8,3,3,7,4,0
8279,39,40,170,412,2,11,16,11,6,2,NYU,11139,Science,Other,Arts,1,32,28,3,1,0,2,6,7,3,18,15,129763,838,46260,6,5,13,96,17,88,4,24,9,8,10,3,3,6,9,4,7,8,6,8,9,2,7,9,3,6,9,7,7,8,1,1,-0.2474238592607656,7,5,8,5,3,3,4,3,8,1,9,2,1,10,7,2,6,1
8280,403,167,422,72,20,13,5,16,13,2,Other,15925,Science,CA,Science,0,18,24,1,6,0,10,4,5,2,4,8,113785,1097,24398,8,6,18,82,29,20,27,8,1,1,9,6,9,1,3,3,4,1,1,6,2,2,4,5,3,4,7,2,5,4,0,0,-0.45907689823773934,3,4,8,8,8,10,9,8,4,3,10,1,9,8,5,5,9,0
8281,425,277,274,477,19,7,10,2,7,2,Columbia,18900,Business,Other,Business,0,42,41,5,3,0,3,6,5,5,12,13,80696,1133,41866,2,7,81,4,52,55,60,27,3,6,9,7,10,4,4,4,5,5,3,5,5,2,5,5,9,2,6,6,5,3,1,0,0.7148518886070541,2,5,7,8,7,2,5,4,4,9,5,8,10,3,4,9,6,0
8282,494,126,96,93,3,1,19,10,1,1,Columbia,11668,Arts,FL,Law,1,30,43,1,6,0,10,3,7,3,13,13,98145,1540,22994,2,8,65,97,21,71,80,13,5,8,5,8,4,3,7,4,4,4,4,5,4,1,6,1,1,4,1,7,3,1,1,0,-0.20962983199221852,5,1,5,10,4,10,3,3,1,3,7,6,6,4,1,5,10,0
8283,148,169,442,296,1,14,11,12,9,1,Other,14279,Medicine,TX,Business,1,40,19,1,5,0,4,1,5,4,18,11,104443,1184,29933,9,4,58,38,88,74,31,83,1,5,9,5,1,4,4,3,1,4,1,5,1,2,5,6,10,2,7,7,5,1,1,0,-0.29997357105004285,8,6,7,7,9,4,1,8,8,6,2,8,7,8,2,5,9,0
8284,457,107,268,41,15,5,8,8,6,1,NYU,11837,Medicine,Other,Law,0,23,31,3,4,0,6,3,1,7,18,1,78823,1095,25147,6,4,18,17,43,16,6,39,6,3,2,4,1,6,2,1,1,2,1,6,1,1,2,5,7,2,6,6,3,3,0,0,0.9270540993126704,7,8,8,10,4,4,7,4,1,5,5,9,10,1,9,1,10,0
8285,406,11,410,410,21,1,4,16,2,2,Columbia,12340,Medicine,FL,Business,1,30,23,4,1,0,2,6,3,4,2,3,92076,1003,41661,8,6,13,28,84,14,59,2,6,5,5,3,10,1,7,5,7,4,4,2,4,1,4,6,3,5,5,2,3,1,0,0,-0.35079394649142737,3,9,2,8,8,4,10,1,8,9,9,10,1,6,3,1,10,0
8286,58,94,140,416,3,5,18,18,13,2,NYU,11281,Arts,NY,Law,0,35,22,4,4,1,2,1,7,5,11,7,83797,1453,16326,3,5,16,59,18,1,92,17,8,8,6,8,10,2,2,7,3,3,6,1,1,2,5,7,8,2,6,6,3,4,0,0,-0.14011498953642687,5,7,3,9,6,6,10,6,3,1,6,5,1,4,4,9,9,0
8287,9,126,154,154,20,13,14,11,4,1,NYU,16354,Law,TX,Law,0,20,22,6,6,1,10,1,5,3,8,14,41022,879,22071,5,5,93,59,0,61,38,77,9,4,10,7,7,7,6,7,5,5,3,4,1,1,3,1,10,2,2,2,1,2,0,1,-0.9522492627704677,1,8,6,6,3,2,7,2,2,5,3,8,6,7,9,9,8,0
8288,355,241,239,172,4,7,2,15,7,1,NYU,12482,Law,NY,Business,1,18,36,3,6,0,6,2,5,7,1,6,43535,1108,52172,7,1,28,93,96,53,60,55,6,10,7,1,10,2,6,4,5,4,3,2,5,1,4,5,4,4,4,5,5,2,0,0,0.7731269012447246,9,3,10,9,8,2,5,6,4,2,3,1,2,9,2,4,3,0
8289,390,65,265,25,3,2,18,13,12,1,Other,12042,Science,CA,Science,0,32,36,6,1,0,8,1,5,7,17,16,97802,1423,17769,10,9,23,83,10,21,37,80,5,10,2,1,3,6,7,8,5,1,5,1,4,2,2,6,4,6,2,2,2,1,1,0,-0.0474779247278696,6,7,7,8,4,9,7,3,4,4,1,9,1,7,9,6,3,0
8290,497,265,449,338,9,8,6,10,2,2,NYU,11319,Business,TX,Business,1,43,23,4,5,0,3,5,3,4,16,12,93125,1434,44132,10,2,20,51,26,89,4,85,8,10,4,10,9,1,4,9,2,6,5,6,5,1,4,7,8,6,4,5,1,1,0,0,0.7671290144321685,2,6,3,6,10,3,1,1,4,2,4,2,2,2,2,4,10,0
8291,332,97,375,224,11,12,9,1,5,1,Other,12229,Other,CA,Science,1,30,43,1,6,0,6,5,5,3,1,17,142440,1150,35891,5,8,59,75,18,18,58,43,3,1,1,5,6,2,4,6,5,1,3,5,2,1,1,5,6,4,2,6,2,2,0,0,0.038620407771374765,7,4,2,2,1,7,6,7,6,7,4,6,4,6,7,9,1,0
8292,401,198,384,289,11,7,7,11,3,1,Columbia,12215,Arts,Other,Science,0,22,27,2,3,0,8,5,1,6,17,1,89200,1232,48642,4,5,100,53,41,28,6,72,4,2,10,4,1,2,7,5,7,6,2,3,4,2,2,4,4,2,4,7,1,1,1,1,0.8587551045423343,3,10,4,6,7,7,9,6,8,9,8,4,1,5,3,2,8,0
8293,1,38,115,389,12,3,1,13,9,2,Other,12126,Arts,NY,Law,0,42,40,2,6,0,2,2,6,3,4,11,147721,1441,33591,2,9,65,90,70,60,43,7,10,4,1,9,5,4,7,2,4,1,5,4,3,1,6,1,10,4,3,2,1,3,0,0,0.276065466948179,2,8,5,10,6,4,5,10,9,7,2,5,2,5,6,7,9,0
8294,367,191,210,268,19,3,15,9,14,1,NYU,16599,Science,NY,Arts,0,30,31,2,1,0,7,3,5,6,6,5,135692,1424,27528,1,7,42,89,23,46,45,42,5,1,9,10,6,3,2,3,1,6,6,1,4,2,6,4,10,2,2,6,3,2,0,0,0.45858375636864723,7,1,9,5,3,10,2,5,6,10,8,9,2,8,7,1,8,0
8295,86,70,168,489,10,9,18,5,3,1,NYU,13357,Science,TX,Law,1,39,34,5,3,0,5,1,5,3,6,13,97041,842,41844,3,8,6,33,2,5,0,64,1,9,6,5,10,8,10,10,10,8,10,9,10,2,7,10,10,10,7,9,10,9,1,1,0.43607756527481745,9,1,2,6,4,10,2,8,8,10,5,8,1,9,9,7,2,1
8296,277,105,445,42,19,9,3,6,10,1,NYU,13806,Other,NY,Other,0,22,20,3,6,0,7,4,2,4,18,6,101717,1460,48808,7,7,25,0,38,74,71,81,8,4,10,5,7,4,1,4,2,1,7,1,5,1,1,7,10,4,7,6,5,1,0,0,-0.28396984667451397,8,6,8,7,1,2,2,1,5,5,1,9,5,9,8,8,10,0
8297,456,273,387,407,21,6,17,12,11,2,NYU,12001,Medicine,Other,Science,1,36,18,5,6,0,4,3,1,6,2,11,74409,1261,11923,9,8,100,4,18,72,23,6,7,10,1,1,4,1,1,1,5,5,2,5,5,2,3,2,10,1,5,1,5,4,1,0,0.014714284542981959,4,10,8,2,6,7,9,4,10,6,6,8,6,1,10,3,1,0
8298,386,89,172,402,13,9,10,6,5,1,Other,15766,Arts,NY,Law,1,38,27,5,1,0,6,4,2,6,7,15,147901,811,28226,2,3,8,25,93,42,52,94,1,2,1,3,7,4,3,8,6,4,7,6,3,2,3,2,2,6,3,6,3,4,0,0,-0.1158914201711756,7,10,7,5,1,5,5,4,3,1,7,5,6,7,10,10,8,0
8299,182,211,208,359,6,4,17,12,4,1,NYU,18953,Business,TX,Business,0,41,20,2,6,0,7,4,3,2,6,9,79101,997,16211,3,5,93,29,55,17,6,66,1,3,6,9,4,9,5,5,7,6,9,9,8,1,9,5,4,8,7,9,8,9,1,1,-0.11020905130611136,5,10,5,8,4,8,2,3,10,3,10,5,8,1,9,4,3,1
8300,238,236,12,141,1,8,13,14,14,2,Columbia,19869,Arts,TX,Business,1,35,22,2,4,0,10,2,5,2,1,16,93693,1175,29126,10,4,21,91,14,2,83,32,6,6,7,6,1,7,2,5,4,1,7,3,1,2,3,2,9,4,6,2,1,3,0,0,0.9219635789105667,4,2,3,9,9,5,1,8,7,8,6,3,2,9,9,10,8,0
8301,85,36,410,340,17,5,17,1,9,2,Columbia,11225,Business,Other,Law,0,38,42,1,3,0,2,6,7,3,14,8,98405,1298,59903,2,4,1,66,37,70,53,53,10,3,7,2,6,1,5,9,5,4,4,4,1,2,4,1,10,3,7,4,1,2,0,0,-0.8479553775214985,10,5,7,10,1,2,5,3,7,5,1,2,10,2,1,4,1,0
8302,330,1,157,207,21,5,9,9,14,2,NYU,18796,Medicine,TX,Business,0,39,36,1,6,0,9,6,2,6,7,16,149282,1379,29062,5,9,24,92,98,44,92,83,9,3,3,2,1,6,6,10,7,6,7,1,3,1,1,6,9,1,2,2,1,3,0,0,-0.8576237329780338,4,6,4,7,6,8,6,2,7,1,5,4,6,8,4,1,4,0
8303,135,26,426,85,18,4,11,13,10,2,Columbia,13123,Science,FL,Law,0,27,27,6,2,0,8,1,4,2,9,4,89257,837,28324,8,1,59,24,86,69,89,28,4,3,4,6,1,7,1,7,7,4,7,4,1,2,1,4,8,6,2,3,4,4,0,0,-0.22255586643513614,8,9,2,3,3,4,2,7,2,4,10,1,3,7,10,3,5,0
8304,212,34,451,375,17,10,17,10,7,2,Columbia,16926,Arts,CA,Arts,0,41,43,5,2,0,10,4,3,2,12,17,47720,1183,57572,10,9,21,10,25,99,9,29,6,5,6,1,7,3,5,9,4,2,2,6,2,2,5,4,9,2,6,5,4,2,1,0,-0.1805025590803664,2,1,5,9,6,1,2,8,5,8,4,9,1,10,10,6,5,0
8305,414,97,424,136,1,6,10,9,12,2,Columbia,18554,Arts,CA,Arts,0,25,42,2,6,0,7,6,7,6,7,7,122096,1517,24926,8,9,67,21,100,100,42,67,2,10,4,7,9,7,5,3,7,7,7,6,5,1,3,2,3,6,3,4,1,4,0,0,-0.51683256163785,6,4,10,9,9,6,6,3,1,10,4,1,5,6,4,5,1,0
8306,405,40,441,367,14,1,8,9,8,1,NYU,15983,Business,CA,Science,0,32,33,6,4,0,8,3,1,5,11,16,55777,1036,12688,9,3,100,74,45,37,48,85,7,10,4,4,5,5,1,7,1,2,5,5,3,1,4,5,1,1,2,6,5,1,0,0,0.24680243814906766,1,7,5,6,10,3,8,7,2,8,8,1,1,4,9,10,7,0
8307,22,92,94,265,14,14,17,10,13,1,Other,11160,Science,NY,Law,0,38,18,3,1,0,8,1,2,7,1,5,99243,1435,18485,8,4,57,26,28,2,79,33,4,8,8,1,10,4,1,8,2,1,2,5,3,2,5,4,2,6,4,4,1,1,0,0,-0.5436985379127905,6,6,1,3,10,7,10,6,3,6,8,1,9,3,1,2,4,0
8308,72,250,451,264,5,9,9,13,1,2,Columbia,12473,Law,TX,Business,1,42,23,2,2,1,2,3,6,4,13,9,81730,1583,49495,1,8,74,40,93,11,7,41,8,3,10,9,4,7,5,5,4,7,3,6,1,2,3,5,1,6,5,6,4,2,0,0,0.07053331925574557,6,4,5,3,4,7,5,2,8,8,5,9,7,6,7,2,7,0
8309,197,101,137,384,21,9,9,13,10,2,Other,14663,Medicine,CA,Law,0,37,26,3,5,0,5,5,5,4,7,4,71700,1029,44579,10,6,79,90,66,23,36,17,8,2,8,8,7,4,4,8,4,7,7,6,5,2,2,7,6,5,6,2,5,2,0,0,-0.6904506799617165,2,9,6,3,6,8,4,8,4,6,6,1,1,5,5,10,4,0
8310,305,179,169,110,13,8,19,12,3,1,Columbia,12010,Medicine,NY,Other,1,42,22,1,1,1,2,1,7,4,3,12,90463,817,57604,7,4,40,57,10,75,54,5,5,4,1,9,7,7,6,1,3,5,4,6,5,1,3,1,5,6,4,1,2,2,0,0,0.5599780581224951,8,9,3,3,10,6,1,6,9,5,1,9,10,1,4,5,10,0
8311,175,13,27,118,7,14,10,17,9,1,Columbia,18573,Other,CA,Arts,1,44,44,3,4,0,9,5,1,1,6,2,146685,1501,58497,7,1,85,96,71,1,0,92,1,10,3,2,7,1,4,2,7,4,5,3,5,2,4,4,8,4,2,7,3,3,0,0,-0.5913218263998081,10,9,2,10,9,2,3,7,10,10,6,8,6,5,3,3,6,0
8312,155,97,323,266,10,2,14,2,7,2,Other,18791,Science,TX,Other,1,40,31,4,6,0,4,3,4,1,10,13,116476,1153,42883,3,6,27,63,43,7,32,38,10,9,4,6,7,5,3,8,6,4,5,6,3,2,2,7,4,1,1,6,2,3,0,0,0.9043676943842416,4,9,8,5,5,7,4,5,8,1,2,6,10,1,9,1,2,0
8313,404,129,73,138,9,7,9,19,8,2,NYU,13819,Arts,TX,Science,0,39,27,3,6,0,3,2,4,2,7,16,143247,889,44954,8,2,78,66,21,68,92,65,2,1,2,4,7,7,1,1,5,6,6,4,2,2,3,4,9,2,2,6,4,4,0,0,0.37939782350296025,10,8,7,3,8,6,6,1,8,1,4,6,1,5,7,6,1,0
8314,96,85,316,499,14,6,8,12,10,1,NYU,13117,Arts,Other,Business,1,21,19,2,3,0,4,6,3,1,3,14,102773,1220,57070,6,3,88,96,22,1,59,69,1,8,9,2,9,2,2,1,1,3,6,4,3,2,1,1,2,2,4,3,2,1,0,0,-0.2024646510299437,9,3,7,7,4,5,7,9,2,9,3,4,5,10,5,9,6,0
8315,128,26,122,477,8,7,18,14,6,1,NYU,19442,Arts,NY,Arts,1,19,22,4,4,1,2,4,7,2,18,15,51789,886,43929,1,4,35,71,59,88,0,18,7,7,5,3,10,7,5,3,7,3,3,5,2,1,5,5,3,3,4,2,4,3,0,0,0.5286530800997815,10,1,5,7,1,8,6,1,9,1,7,10,4,5,7,8,6,0
8316,298,211,264,162,8,4,15,1,3,2,Columbia,18160,Business,TX,Science,0,41,18,1,3,0,2,5,3,5,1,5,140659,1088,55131,8,1,52,86,95,21,17,15,6,4,7,3,2,2,4,3,3,5,6,3,4,1,3,3,1,1,7,7,2,1,0,0,-0.8566850899987493,10,5,7,4,6,7,5,7,5,5,6,9,2,6,8,3,10,0
8317,52,259,111,134,1,8,8,18,6,2,Other,17240,Law,CA,Business,0,23,42,2,2,1,3,4,6,1,13,11,53976,1357,26148,9,6,8,65,7,31,84,63,6,1,1,6,2,2,4,5,3,7,3,3,3,2,4,2,1,1,5,5,3,4,0,0,0.6262603309724046,7,5,6,9,4,4,1,10,9,9,10,5,7,8,8,2,3,0
8318,459,189,245,385,6,4,11,3,13,2,NYU,17101,Other,TX,Law,1,20,27,5,6,0,7,6,2,4,2,4,96054,1449,45970,8,4,11,55,2,21,19,3,9,9,3,8,2,6,1,8,2,1,1,6,5,1,3,7,2,1,3,7,2,4,0,0,0.1835899531279337,7,4,2,6,6,10,5,8,10,10,5,10,7,8,6,6,2,0
8319,294,230,151,46,15,11,18,16,3,2,Other,13394,Arts,TX,Medicine,0,24,43,2,4,0,1,5,4,1,10,7,23071,1150,48648,7,2,90,24,97,99,33,68,6,8,4,5,3,3,5,3,1,7,3,2,1,2,2,6,1,2,7,7,2,1,1,0,0.09938844966925164,4,2,1,8,5,4,9,3,7,8,2,7,4,7,7,1,6,0
8320,425,173,115,65,20,7,4,4,8,2,NYU,14138,Law,CA,Other,0,27,42,2,3,0,5,4,2,1,1,15,25694,875,48742,7,6,69,47,0,33,5,23,9,4,5,7,5,7,7,3,4,6,3,2,4,2,1,5,1,5,2,1,3,2,0,0,-0.4735354866968342,2,10,8,5,3,4,5,8,9,4,9,7,1,10,10,3,6,0
8321,317,298,437,496,21,8,4,2,9,2,Other,16463,Other,FL,Law,0,40,39,6,2,0,9,2,7,6,12,10,90109,1033,48014,6,3,41,82,96,37,95,98,5,1,9,4,2,7,3,7,1,3,3,3,2,2,5,1,5,6,3,1,1,3,0,0,-0.9822727287759763,3,1,2,7,3,7,8,1,4,5,2,6,5,4,2,5,5,0
8322,269,73,190,217,21,2,3,8,12,2,Columbia,12979,Other,CA,Other,0,23,44,5,6,0,3,4,2,7,11,11,63225,1146,23223,5,8,83,29,96,26,1,50,8,9,4,8,4,7,7,10,2,4,3,2,5,1,6,1,6,4,4,4,2,1,0,0,0.4424964316812985,3,3,10,6,3,5,1,4,3,10,5,7,9,5,4,5,4,0
8323,374,11,119,195,16,8,5,2,9,1,Other,11380,Science,CA,Science,1,33,26,2,4,0,3,6,5,3,5,2,109181,949,53750,5,3,35,67,8,58,5,30,10,4,3,6,10,6,2,9,1,4,3,4,1,1,4,1,3,2,3,6,1,4,0,0,-0.23829320310901858,3,9,1,6,9,6,5,9,4,9,5,8,1,3,4,1,1,0
8324,293,126,330,482,16,13,12,7,13,1,Other,17582,Science,TX,Law,0,19,20,3,4,0,10,5,7,3,9,16,65933,944,17022,3,6,87,12,96,59,23,96,2,2,6,3,2,4,6,1,5,7,3,1,1,2,3,3,3,3,4,4,2,2,0,0,-0.9549175606963121,1,10,10,6,9,3,9,10,9,5,1,1,4,2,9,2,9,0
8325,198,26,322,376,3,10,16,12,3,2,Columbia,15059,Other,Other,Other,0,41,32,4,2,0,9,4,4,3,15,5,63589,938,19429,10,3,47,74,41,88,76,1,9,4,3,10,3,2,7,2,1,7,3,2,3,1,6,2,4,2,5,5,1,3,0,0,-0.13613718858299229,8,5,8,4,9,2,8,6,5,1,5,6,8,2,5,8,7,0
8326,466,190,471,312,8,5,6,15,6,2,NYU,17532,Medicine,TX,Arts,0,34,21,3,5,0,3,5,1,2,13,8,32315,879,40189,6,8,87,46,72,80,4,64,5,5,2,4,4,4,4,10,6,4,1,3,1,1,2,2,8,1,3,3,4,3,0,1,0.5477145898181357,9,8,5,5,2,3,8,7,3,5,4,5,1,8,2,2,5,0
8327,396,187,22,233,1,1,9,13,12,1,Columbia,17284,Arts,Other,Other,1,30,30,4,3,0,5,5,5,3,5,15,61194,1198,43333,4,9,77,40,76,11,20,90,5,9,4,9,4,2,6,7,6,7,5,1,2,2,3,1,5,2,2,1,2,3,1,0,-0.3145046451408493,5,2,9,9,6,7,1,3,10,2,10,5,5,6,5,8,6,0
8328,365,197,263,454,15,2,1,9,8,1,Other,15469,Business,CA,Medicine,1,18,23,6,3,0,6,3,3,4,16,1,28686,1070,33399,7,8,42,26,19,28,90,63,6,9,1,4,7,6,2,2,2,7,2,6,2,2,4,4,7,1,6,6,4,3,0,0,0.08116653490380754,8,7,8,9,7,1,4,4,2,4,6,6,4,2,9,10,6,0
8329,461,148,357,165,13,3,6,10,14,2,Columbia,18273,Business,TX,Science,0,23,37,6,4,0,5,2,1,7,12,1,102223,1570,25066,7,1,1,93,65,29,66,14,9,10,5,6,6,2,7,2,3,4,2,6,1,2,6,7,5,3,2,7,2,3,0,0,0.6554775875205574,4,7,5,2,7,8,2,7,10,9,10,7,6,4,5,2,2,0
8330,390,65,255,386,9,8,6,18,8,1,Columbia,12441,Medicine,TX,Arts,0,22,34,2,3,0,5,2,2,4,10,1,121669,1503,24927,6,4,90,28,5,52,85,54,9,7,6,4,6,7,6,9,6,2,5,5,1,2,5,6,1,3,1,7,4,2,1,0,0.6163294717353891,7,2,8,4,3,9,2,5,2,8,6,5,7,1,4,6,9,0
8331,435,262,68,319,18,13,10,14,11,2,Columbia,15558,Business,FL,Law,1,42,40,3,3,1,5,5,4,3,18,9,44266,855,56501,2,2,80,59,3,95,86,11,5,9,6,7,8,4,2,4,4,4,1,4,2,2,4,5,2,6,1,6,4,4,1,0,-0.35902907913928583,3,1,4,2,2,5,6,2,1,9,7,8,6,5,3,3,7,0
8332,65,240,478,5,14,8,4,9,9,1,Other,19530,Business,CA,Business,0,30,22,2,3,0,9,4,2,7,11,3,21250,1245,22707,8,3,10,26,97,13,86,14,5,8,5,5,4,2,3,5,1,3,2,1,5,1,5,2,2,4,7,6,1,1,0,0,-0.5622688572029833,3,5,1,9,5,9,7,9,9,1,4,10,7,8,9,7,9,0
8333,114,4,446,313,3,3,6,17,12,1,NYU,12235,Law,CA,Business,0,40,32,3,6,0,2,6,2,7,4,13,104959,898,32023,9,8,45,21,98,24,59,36,1,10,6,4,5,1,6,5,5,1,6,5,4,1,2,5,7,2,5,6,4,2,0,0,0.18491672972830187,2,8,2,2,2,2,10,2,4,9,7,3,5,1,9,7,3,0
8334,25,279,383,156,2,3,5,4,5,2,Other,17341,Science,CA,Science,1,35,25,3,5,0,5,5,2,6,4,9,147295,1100,39119,1,4,96,80,47,61,16,14,10,2,8,3,1,7,6,3,5,2,5,2,1,1,4,2,7,5,7,6,2,4,1,0,0.19121802755171147,10,10,5,1,6,7,9,9,2,9,4,10,5,5,7,2,2,0
